152.7658,153.0468,159.9917,147.0292,159.8766,114.4793,123.9108,84.471,84.471,87.055,73.6876,30.7718,17.9075,146.0256,105.2013,178.1867,182.9834,2
154.2806,154.703,153.6641,147.8463,153.3163,113.951,117.3402,82.1944,90.1755,92.8943,75.3361,26.3272,23.2136,86.7897,98.7177,177.8242,175.6761,2
147.8879,156.2189,154.9328,156.2189,154.3053,116.1288,118.3629,83.3511,89.2756,88.5583,87.2838,26.1648,22.9553,101.0434,96.6369,176.7835,181.6024,2
151.8718,159.4166,159.4166,153.3452,152.4347,127.2845,114.1499,94.1936,72.9215,120.951,121.8623,35.7517,10.7273,86.3148,82.2496,176.0865,181.141,2
149.9954,157.5259,157.5983,151.5831,150.8795,125.9049,119.9699,58.9255,69.8402,119.6826,120.6629,31.4136,24.6863,95.9628,98.9232,177.5489,182.4493,2
149.3585,156.8706,156.9409,151.3136,150.217,125.1725,112.063,82.4308,69.335,101.2321,111.9031,30.9909,24.0893,88.7373,91.453,177.2745,182.2405,2
148.7709,156.2733,156.4657,150.7797,149.6531,117.6683,111.3627,81.9506,76.1685,117.6683,119.5706,31.4342,25.2177,89.1277,91.74,177.5272,182.4268,2
151.1306,158.6688,158.787,153.0316,152.2444,119.6347,113.6144,59.4619,78.7163,120.5414,121.5031,31.031,30.4952,95.238,98.2295,176.9372,181.8713,2
156.0471,163.5059,171.1156,155.8965,159.029,126.3943,126.9992,158.2487,99.398,171.3523,85.03,8.868,31.9091,89.1464,96.2416,180.1608,184.2856,2
155.9498,163.4072,171.0149,155.7998,158.9207,126.302,125.459,158.1179,99.259,171.2,84.8959,12.5207,35.714,96.6724,96.2369,180.1662,184.2731,2
155.4967,163.0862,163.0862,155.3466,157.732,125.8937,125.0696,150.5894,98.9467,170.7572,84.6145,12.5834,31.7297,89.2722,96.3143,180.136,184.2352,2
146.7422,154.1828,154.1828,146.5716,149.2775,116.346,119.0038,136.3346,87.7009,160.4246,74.3522,9.9968,53.122,98.4955,102.0538,189.6016,185.4376,2
146.1376,153.4384,153.4384,145.6792,148.408,115.5176,118.2859,135.517,82.0085,158.0108,82.0085,10.3526,53.1697,98.8921,109.1771,189.8165,185.672,2
153.8817,153.6084,153.4442,145.7856,147.8461,115.6613,118.4641,135.6906,87.4258,159.8621,79.1748,7.5085,49.2123,98.9051,102.5084,189.8915,185.7583,2
146.6952,154.0253,153.8613,146.2357,156.4641,115.9547,118.7215,134.9714,87.5384,151.5984,71.0878,10.4002,53.3413,99.2991,109.6092,190.5829,186.4168,2
145.6186,152.9234,152.7613,145.1641,155.3354,114.9947,117.6907,133.9152,89.5142,150.4185,76.5626,10.659,52.8467,91.9433,102.8029,190.3828,186.1861,2
159.3774,158.8926,157.8809,158.4812,157.8809,124.279,121.8192,112.9067,94.5088,117.8422,108.672,24.2259,14.662,104.5879,82.4929,185.9518,178.0744,2
150.8605,158.4176,157.3848,157.6532,157.3848,122.9506,113.9068,119.3088,94.295,122.885,108.2686,24.1247,14.2487,105.1254,83.0352,186.4578,178.6867,2
157.7563,165.2892,163.9921,156.9809,156.7086,123.4189,120.8713,119.0474,99.0119,117.3439,79.2886,24.1576,14.6539,104.8373,82.8452,185.8102,178.1982,2
156.7741,163.8804,163.5368,155.9747,163.269,128.1257,128.1257,113.5453,100.0992,128.1257,80.052,23.9353,14.5673,105.728,83.755,186.4354,179.1468,2
157.003,164.0983,164.0983,163.4807,163.4807,120.2235,121.0097,113.9024,100.4759,129.2295,73.6692,21.6772,14.7101,105.3477,83.4087,185.9429,186.0318,2
147.3579,154.8108,154.8108,171.6636,154.7272,132.4092,117.5537,163.8512,51.6347,84.3624,76.3606,26.5032,9.0196,106.9947,106.7121,176.4568,182.8532,2
147.2641,154.8417,154.707,171.4769,162.1504,132.1086,110.0605,163.686,51.6305,84.2253,84.2253,28.9341,14.8077,91.9262,99.3199,182.0499,176.0196,2
146.9725,154.5497,154.4171,171.1604,161.7864,131.7045,117.2008,163.3735,58.5902,83.8647,83.8647,26.3005,8.8488,107.0535,107.0535,182.3827,177.4347,2
140.2809,147.8903,155.2207,171.613,162.5897,132.4281,117.8767,164.6351,50.7829,84.4204,76.4249,25.9385,8.8246,107.149,106.8787,176.663,175.7251,2
